iid,buying_info,CommentCount,page,sale_num,origin_price,favorRate,default_praise_count,tags,price,stock,img,title 
30359099,44620人已抢,19599,27,44620,,98%,949,物流快|198	是正品|195	质量很好|195	功效不错|194	质量不错|193	包装好|192	实惠|188	正品|184	物流慢|125	味道好闻|123	发货快|109,1500,,http://b1.hucdn.com/upload/item/1712/06/46242142255657_800x800.jpg,【赠替换芯】兰可欣气垫白皙BB霜裸妆遮瑕美白保湿隔离粉底液持久补水不脱妆
30610747,4832人已抢,1722,27,4832,,97%,556,实惠|194	质量很好|88	质量一般|18	物流快|16	和描述一致|14	物流慢|14	包装好|6	服务不错|5	发货快|4	是正品|3	大品牌|2,3900,,http://b1.hucdn.com/upload/item/1705/29/55128290373365_800x800.jpg,百家好世大号65CM木地板平板拖把3块布
30583471,38430人已抢,12862,27,38430,,98%,553,实惠|196	包装好|167	正品|142	物流快|138	味道好闻|132	质量不错|126	保湿滋润|112	质量很好|103	发货快|68	和描述一致|46	服务不错|40,1290,,http://b1.hucdn.com/upload/item/1710/19/93850545831342_800x800.jpg,【10支装】 植物香氛护手霜补水滋润嫩肤保湿美白防干裂手膜足膜男女秋冬手部足部包
30593386,617人已抢,157,27,617,,98%,261,外观漂亮|87	实惠|35	质量很好|17	无异味|14	气味还行|9	材质不错|4	外观不好看|3	材质一般|3	手感好|3	物流快|3	发货快|2,1250,,http://b1.hucdn.com/upload/item/1801/31/78139395361152_800x800.jpg,【赠送两个咬咬袋】宜宝诗 婴儿辅食器咬咬乐果蔬乐食物咬咬袋宝宝吃水果奶嘴辅食器嚼
29311777,4820人已抢,2604,27,4820,,98%,101,是正品|194	实惠|167	包装好|92	发货快|37	物流快|28	不上火|26	大品牌|18	质量很好|17	服务不错|15	孩子喜欢|9	物流慢|8,25800,,http://b1.hucdn.com/upload/item/1703/15/67663115025245_800x800.jpg,英国爱他美奶粉4段800g*2（2-3岁）
30558061,3975人已抢,1321,28,3975,,98%,709,实惠|198	音质不错|120	质量很好|49	功能不错|17	质量一般|14	好玩|11	和描述一致|9	物流快|8	包装好|5	发货快|5	服务不错|3,2580,,http://b1.hucdn.com/upload/item/1805/21/89535230441480_800x800.jpg,儿童点读机早教中英文点读书宝宝益智启蒙知识点读玩具幼儿学习有声书0-3-6岁
29311789,12284人已抢,6243,28,12284,,98%,146,是正品|192	实惠|190	包装好|138	不上火|97	发货快|83	物流快|65	和描述一致|40	质量很好|37	物流慢|36	大品牌|21	服务不错|21,26800,,http://b1.hucdn.com/upload/item/1809/14/28450589519345_800x800.jpg,荷兰牛栏婴儿奶粉4段 800g*2（1-2岁）
30593232,3926人已抢,1363,28,3926,,98%,456,实惠|197	质量很好|186	无异味|80	服务不错|32	和描述一致|19	材质一般|18	物流快|17	包装好|17	质量一般|7	材质差|7	包装差|7,4990,,http://b1.hucdn.com/upload/item/1801/07/96208071495294_800x800.jpg,【两个装送手柄吸管】okbebe婴儿玻璃防摔奶瓶新生儿玻璃奶瓶套装防胀气防呛奶瓶
30566707,6917人已抢,1969,28,6917,,99%,382,实惠|185	质量很好|124	包装好|25	发货快|14	和描述一致|10	是正品|10	物流慢|8	物流快|8	大品牌|8	质量一般|6	服务不错|6,7790,,http://b1.hucdn.com/upload/item/1808/11/73582229560311_800x800.jpg,【干湿两用 加大加厚】棉花秘密婴儿棉柔巾宝宝干湿两用巾非湿巾100抽12包
30597961,1874人已抢,428,28,1874,,97%,367,实惠|71	功效不错|19	物流快|11	质量不错|8	服务不错|6	质量很好|4	正品|3	和描述一致|3	包装好|3	是正品|2	发货快|1,1580,,http://b1.hucdn.com/upload/item/1708/22/72309446023162_500x500.jpg,【全店39元3件】【送卸妆膜 遮盖瑕疵】思尚水润美颜遮瑕膏 遮斑点黑眼圈
30580506,8580人已抢,1895,28,8580,,96%,925,质量很好|196	柔软舒适|193	实惠|190	抓地性不好|92	尺码偏小|49	质量一般|41	软硬度合适|37	尺码合适|36	正品|34	尺码偏大|27	和描述一致|23,2990,,http://b1.hucdn.com/upload/item/1808/09/77820580175287_800x800.jpg,【尺码偏小】贝拉纽曼新款毛虫男女童鞋儿童运动鞋休闲跑步鞋中小童
29863805,14670人已抢,6865,28,14670,,98%,232,是正品|192	实惠|188	质量很好|186	大品牌|80	发货快|77	物流快|50	包装好|49	物流慢|48	尺码不合身|20	和描述一致|16	服务不错|13,15800,,http://b1.hucdn.com/upload/item/1712/01/06035843395899_800x800.jpg,拉拉裤男 L44（9-14kg）【2包装】
30568100,3212人已抢,1028,28,3212,,97%,181,实惠|168	质量很好|95	质量一般|26	无异味|24	包装好|15	物流快|15	和描述一致|12	颜色好看|12	好玩|12	物流慢|11	服务不错|10,11900,,http://b1.hucdn.com/upload/item/1809/01/92721544735667_800x800.jpg,哈比树儿童音乐滑梯篮球架室内滑滑梯礼物抖音同款玩具【送脖圈】
30499804,3414人已抢,970,28,3414,,96%,415,实惠|193	质量很好|101	质量一般|30	显瘦|23	正品|19	合身|10	尺码合适|10	物流快|7	尺码偏小|7	物流慢|5	材质不错|5,2990,,http://b1.hucdn.com/upload/item/1702/25/99813234740376_800x800.jpg,南极人2018新款打底裤女九分铅笔小脚高腰黑色裤子女外穿薄款春秋
30355283,1181人已抢,377,28,1181,,97%,80,实惠|88	质量很好|51	质量一般|15	尺码偏大|7	面料手感不错|7	穿着效果好|4	正品|3	尺码合身|3	物流慢|3	和描述一致|2	物流快|2,1490,,http://b1.hucdn.com/upload/item/1706/18/51629952521267_800x800.jpg,慧莎3条装可爱纯棉小中大童女童三角内裤小孩儿童内裤
30430281,7091人已抢,2316,28,7091,,97%,1804,实惠|190	清洁度强|70	味道好闻|63	质量不错|62	正品|52	包装好|43	保湿滋润|31	质量很好|25	物流快|25	和描述一致|15	服务不错|13,1590,,http://b1.hucdn.com/upload/item/1807/03/99906158858225_800x800.jpg,【1斤装】【3秒去角质】去鸡皮肤去死皮膏啫喱黑头面部全身非洗面奶搓泥宝孕妇适用
30591472,2791人已抢,710,28,2791,,98%,932,外观漂亮|193	实惠|192	外观不好看|29	是正品|18	质量很好|16	包装差|11	物流快|10	物流慢|9	包装好|9	和描述一致|6	发货快|5,2780,,http://b1.hucdn.com/upload/item/1807/03/82835327718500_800x800.jpg,青蛙王子正品 儿童洗发沐浴露 宝宝洗发水沐浴乳二合一 洗沐组合装 各容量可选
30677467,32352人已抢,4982,28,32352,,97%,2705,实惠|198	质量很好|187	质量一般|134	物流快|62	物流慢|41	和描述一致|24	发货快|23	服务不错|15	包装好|7,590,,http://b1.hucdn.com/upload/item/1805/02/44135686909178_800x800.jpg,神采奕奕 多功能多组合儿童宝宝衣架成人衣架 防滑衣架
30595133,8529人已抢,2740,28,8529,,99%,1029,外观漂亮|195	实惠|189	外观不好看|110	是正品|96	和描述一致|63	质量很好|45	物流快|39	包装好|36	大品牌|19	物流慢|14	服务不错|14,2690,,http://b1.hucdn.com/upload/item/1808/10/76939182819435_800x800.jpg,朵朵贝儿婴儿童洗发沐浴露二合一1L 拍下即送湿纸巾1包
30625006,30515人已抢,12536,28,30515,,97%,946,柔软舒适|197	质量很好|190	实惠|183	质量一般|183	和描述一致|165	手感好|119	尺码偏小|89	尺码偏大|88	物流快|87	包装好|82	物流慢|62,2900,,http://b1.hucdn.com/upload/item/1610/22/20858397827498_800x800.jpg,韩束厚薄可选拉丝内衣舒适无痕无钢圈四排扣调整型文胸
30445952,3697人已抢,601,28,3697,,98%,969,实惠|188	质量很好|70	和描述一致|9	物流快|9	质量一般|6	服务不错|3	发货快|1	物流慢|1,510,,http://b1.hucdn.com/upload/item/1801/12/39064351459497_500x500.jpg,（6把折不断梳子+50个高弹力头绳）】不掉齿防静中密宽齿造型牛筋梳子
30591161,40943人已抢,24463,28,40943,,97%,3091,质量很好|197	物流快|197	实惠|196	物流慢|196	包装好|195	和描述一致|195	发货快|166	质量一般|101	是正品|91	材质一般|88	服务不错|54,990,,http://b1.hucdn.com/upload/item/1808/27/50975537958405_800x800.jpg,琳达妈咪婴儿棉签细轴棉新生儿小棉签儿童双头双用细棉签
30427297,17513人已抢,4625,28,17513,,99%,1378,实惠|175	质量不错|127	质量很好|108	正品|74	物流快|45	功效不错|43	包装好|40	发货快|30	服务不错|26	物流慢|20	和描述一致|20,1790,,http://b1.hucdn.com/upload/item/1707/04/41383154828881_800x800.jpg,[2支装]【买1送2:送2眉卡】莱玫双头自动眉笔0.6g防水防汗不晕染持久不脱色
30620984,20920人已抢,3011,28,20920,,98%,3589,实惠|198	质量很好|194	质量一般|54	和描述一致|43	物流快|42	服务不错|28	物流慢|16	包装好|11	发货快|10	是正品|2,510,,http://b1.hucdn.com/upload/item/1801/12/47866831629497_1000x1000.jpg,（热销二十万只）爆款40件套牙刷送杯子口腔护理软毛牙刷竹炭牙刷
30641477,1548人已抢,357,26,1548,,95%,273,实惠|80	质量很好|62	显瘦|16	尺码偏小|10	质量一般|10	和描述一致|5	尺码合适|4	服务不错|4	合身|4	材质不错|3	物流快|3,3900,,http://b1.hucdn.com/upload/item/1712/15/14158672328806_700x700.jpg,【浪莎正品】秋季打底裤女裤外穿黑色春夏季2018新款韩版百搭九分大码小脚铅笔长裤
30588581,4375人已抢,1351,26,4375,,98%,266,实惠|194	质量很好|59	质量一般|31	物流快|13	颜色好看|12	服务不错|11	无异味|7	和描述一致|6	物流慢|6	发货快|5	包装好|1,850,,http://b1.hucdn.com/upload/item/1810/16/92916464313286_800x800.jpg,【10张精选】【加厚覆膜防泼水】无声挂图宝宝启蒙 0-6岁早教认知单面撕不烂拼音
30603131,4144人已抢,1082,25,4144,,96%,1018,实惠|189	质量很好|112	柔软舒适|109	尺码合身|32	质量一般|25	和描述一致|23	无色差|18	物流快|15	尺码偏大|15	质量差|10	尺码偏小|10,3750,,http://b1.hucdn.com/upload/item/1712/17/78587049616233_750x750.jpg,彤麓瑶【买一送一送同款】哺乳文胸孕妇内衣无钢圈产后前开扣式
30635999,4609人已抢,1424,25,4609,,99%,684,实惠|186	质量很好|101	物流慢|18	无异味|12	物流快|11	服务不错|6	和描述一致|6	发货快|5	质量一般|4	包装好|2	颜色好看|2,1290,,http://b1.hucdn.com/upload/item/1805/16/40729124467116_800x800.jpg,【全套12册】彩图注音版儿童绘本恐龙书 十万个为什么动物科普恐龙大探险世界百科全
30593284,10181人已抢,1497,25,10181,,99%,1117,实惠|191	外观不错|186	正品|131	是正品|109	外观不好看|47	质量不错|42	质量很好|42	物流快|30	和描述一致|29	发货快|14	服务不错|10,2390,,http://b1.hucdn.com/upload/item/1804/10/48455439084011_800x800.jpg,【超值6包组合】七度空间卫生巾 少女纯棉超薄日用夜用混合装共29片 超值推荐
30613521,8643人已抢,3429,25,8643,,98%,159,柔软舒适|190	质量很好|189	实惠|181	穿着效果好|104	质量一般|48	物流快|39	和描述一致|30	尺码偏小|21	发货快|17	尺码偏大|15	服务不错|15,3790,,http://b1.hucdn.com/upload/item/1612/24/53325984263933_800x800.jpg,彤麓瑶【2条】高腰收腹裤产后塑身裤提臀高腰收腹内裤
30677456,15397人已抢,3097,25,15397,,98%,2441,实惠|194	质量很好|145	包装好|59	物流快|41	质量一般|25	发货快|20	和描述一致|18	服务不错|18	物流慢|16	包装差|8	手感好|5,1890,,http://b1.hucdn.com/upload/item/1810/13/16377794479384_800x800.jpg,【每抽仅0.03 超值领券第二件减6元】怡恩贝婴儿手口专用柔湿巾80抽*5包
30679630,31707人已抢,9871,25,31707,,98%,7441,质量很好|198	面料手感不错|195	实惠|194	质量一般|194	尺码合身|134	尺码偏小|133	和描述一致|98	无色差|92	尺码偏大|75	穿着效果好|74	物流快|68,1890,,http://b1.hucdn.com/upload/item/1801/14/19839533880490_796x796.jpg,【3条装】儿童内裤纯棉中大童小孩平角裤男童内裤全棉男孩中童四角短裤头
30583850,6692人已抢,2331,25,6692,,99%,591,实惠|194	外观漂亮|181	质量很好|155	包装好|109	外观不好看|100	性价比不高|44	物流快|43	服务不错|29	发货快|18	物流慢|14	和描述一致|13,11800,,http://b1.hucdn.com/upload/item/1803/27/19451498122571_800x800.jpg,十月结晶精选实用待产包入院母子产后全套27件待产用品
30481707,11042人已抢,2938,25,11042,,98%,453,质量很好|194	实惠|192	面料手感不错|96	质量一般|74	尺码偏小|61	正品|47	手感不错|39	无色差|38	穿着效果好|32	尺码合身|31	物流快|25,2200,,http://b1.hucdn.com/upload/item/1708/23/88501198644591_800x800.jpg,【爆款直降冲量特惠】秋季新款彩棉纯棉条纹秋衣婴儿衣服男童女童高腰护肚套装婴儿装
30605556,29853人已抢,11375,25,29853,,96%,3575,包装好|197	质量很好|196	实惠|193	材质一般|174	和描述一致|165	质量一般|151	物流快|105	物流慢|61	发货快|47	服务不错|39	手感好|36,900,,http://b1.hucdn.com/upload/item/1609/07/83408941383414_800x800.jpg,柏丽雅诗 韩版新款手拿包时尚大容量蛇纹小方包手机包休闲百搭单肩斜挎女包包
30679339,37390人已抢,16660,25,37390,,97%,2147,实惠|195	质量很好|195	质量一般|194	物流快|135	发货快|94	和描述一致|85	物流慢|53	服务不错|47	包装好|18	是正品|10	大品牌|1,990,,http://b1.hucdn.com/upload/item/1712/13/33872796623231_790x790.jpg,B喜家家【3双装】防滑洗碗手套炫指家务手套
30278213,389354人已抢,73631,25,389354,,98%,30781,质量很好|195	质量一般|194	和描述一致|192	实惠|191	包装好|191	物流慢|191	服务不错|151	物流快|139	发货快|104	大品牌|49	是正品|30,2990,,http://b1.hucdn.com/upload/item/1712/06/66242433337097_800x800.jpg,【28包整箱 亏本疯抢5000件】柔之选本色抽纸巾食品级餐巾纸抽取式面巾纸
30575565,19905人已抢,6994,25,19905,,98%,2080,质量很好|196	无异味|189	实惠|187	材质一般|103	和描述一致|95	物流快|80	颜色好看|65	包装好|53	质量一般|52	材质差|42	是正品|39,1680,,http://b1.hucdn.com/upload/item/1712/22/42218761795883_800x800.jpg,爱因美奶瓶PP塑料奶瓶宽口奶瓶宝宝新生儿奶瓶带手柄210/300ML感温防烫
30679238,24744人已抢,7849,25,24744,,98%,1828,是正品|197	正品|191	实惠|190	质量不错|189	保湿滋润|188	包装好|140	物流快|114	和描述一致|73	质量很好|66	清洁度强|57	味道好闻|56,3800,,http://b1.hucdn.com/upload/item/1808/28/46116114689469_800x800.jpg,【自然堂喜马拉雅20片面膜】官方正品自然堂 喜马拉雅补水保湿20片补水保湿修护
30607350,6691人已抢,2228,25,6691,,98%,392,实惠|192	质量很好|146	物流快|23	和描述一致|19	质量一般|17	无异味|14	服务不错|12	物流慢|12	包装好|9	发货快|4	是正品|3,990,,http://b1.hucdn.com/upload/item/1712/08/14922740556943_750x750.jpg,【20开大书 全书360页】加厚宝宝简笔画5000例送蜡笔两盒宝宝早教启蒙图画书
30598609,10868人已抢,3852,25,10868,,97%,696,柔软舒适|185	质量很好|184	实惠|181	尺码合身|70	尺码偏大|64	质量一般|56	尺码偏小|55	服务不错|50	物流快|34	无色差|33	包装好|31,6300,,http://b1.hucdn.com/upload/item/1808/24/98122521970583_800x800.jpg,【拍单2件，第二件0元】歌庆 无钢圈 孕期产后纯棉 孕妇内衣哺乳内衣哺乳文胸
30574235,2060人已抢,529,25,2060,,98%,239,实惠|120	质量很好|66	无异味|21	和描述一致|9	包装好|8	服务不错|8	是正品|6	物流快|5	手感好|5	材质一般|4	有异味|2,5990,,http://b1.hucdn.com/upload/item/1708/25/50214328425616_800x800.jpg,迪士尼儿童保温杯304带感温重力球吸管宝宝学饮杯婴儿喝水杯子防摔漏幼儿园保温水壶
30471424,7699人已抢,1723,25,7699,,99%,766,实惠|195	清洁效果好|71	质量很好|29	性价比不高|26	无异味|25	清洁效果差|24	物流快|24	包装好|16	服务不错|14	是正品|12	大品牌|12,2490,,http://b1.hucdn.com/upload/item/1803/14/96249381905690_800x800.jpg,植护婴儿亲肤洗衣液1L+宝宝洗衣液500ml*2袋+洗衣皂80g*5块组合套装
30517836,40374人已抢,7041,25,40374,,97%,193,质量很好|197	衣服不错|197	尺码偏小|196	质量一般|194	尺码不合身|190	实惠|186	正品|152	面料手感一般|125	无色差|119	和描述一致|104	物流快|79,2590,,http://b1.hucdn.com/upload/item/1810/03/68673481381857_800x800.jpg,2018新儿童连帽棉服外套男女童冬装短款中小大童3岁-15岁加厚加绒修身棉袄
30475714,27380人已抢,10151,25,27380,,98%,4256,实惠|195	质量很好|194	无异味|185	清洁效果好|182	性价比不高|169	包装好|148	物流快|89	是正品|85	物流慢|77	服务不错|68	清洁效果差|58,990,,http://b1.hucdn.com/upload/item/1702/10/08431931445171_800x800.jpg,【送奶瓶刷5件套】植护奶瓶果蔬清洁剂 400ml*2瓶
30408535,2453人已抢,498,25,2453,,97%,626,实惠|119	质量很好|70	柔软舒适|54	质量一般|19	手感好|8	和描述一致|6	物流快|6	尺码合适|4	款式不错|3	质量差|3	物流慢|3,2280,,http://b1.hucdn.com/upload/item/1712/21/46462042280832_800x800.jpg,【4条装】莫代尔   夏季性感蕾丝内裤女士大码棉质中腰女士三角内裤
30640438,1035人已抢,275,26,1035,,97%,353,实惠|62	柔软舒适|46	质量很好|32	和描述一致|5	尺码合适|4	手感好|4	质量一般|3	款式不错|3	服务不错|2	物流慢|2	尺码偏小|1,3990,,http://b1.hucdn.com/upload/item/1803/27/65394124648125_800x800.jpg,【2件组合】俏阿妹无钢圈内衣女士深V厚小胸聚拢性感上托文胸 收副乳调整型蕾丝胸罩
30563752,2081人已抢,721,26,2081,,97%,430,实惠|111	正品|37	包装好|21	质量不错|14	物流快|12	服务不错|10	质量很好|10	功效不错|8	和描述一致|7	发货快|5	手感好|2,2750,,http://b1.hucdn.com/upload/item/1804/23/54437895957931_800x800.jpg,【低价直降 抖音颜九同款 孕妇可用】美康粉黛丝绒口红 丝绒哑光雾面 保湿提升气色
30625481,4216人已抢,1663,26,4216,,98%,394,实惠|194	质量很好|138	质量一般|13	无异味|12	发货快|9	服务不错|8	好玩|8	颜色好看|8	和描述一致|6	物流慢|6	物流快|6,990,,http://b1.hucdn.com/upload/item/1808/25/57032285836943_800x800.jpg,《唐诗三百首》《宋词》《三字经》【有声伴读】彩图注音版幼儿早教启蒙睡前国学启蒙
30638070,1356人已抢,395,26,1356,,98%,150,实惠|48	包装好|22	是正品|9	正品|8	质量不错|6	质量很好|5	物流快|4	服务不错|1	功效不错|1	和描述一致|1,3990,,http://b1.hucdn.com/upload/item/1807/30/39904842434125_800x800.jpg,子初 孕妇气垫BB霜天然遮瑕保湿隔离哺乳期专用护肤品化妆品
30453671,3936人已抢,1140,26,3936,,98%,993,实惠|184	正品|49	味道好闻|47	保湿滋润|46	质量不错|42	是正品|34	包装好|19	物流快|15	质量很好|14	清洁度强|11	服务不错|9,990,,http://b1.hucdn.com/upload/item/1807/20/54107482623189_800x800.jpg,诗婷露雅保湿舒缓芦荟胶220g 补水祛痘印晒后修护控油收毛孔凝胶面霜男女去痘膏正
30592745,15135人已抢,7205,26,15135,,94%,920,包装好|198	实惠|191	质量很好|101	是正品|92	物流快|82	正品|47	和描述一致|46	服务不错|45	物流慢|45	发货快|34	质量不错|23,1850,,http://b1.hucdn.com/upload/item/1712/02/03625856267090_800x800.jpg,天然孕妇可用】全店3件39元】韩熙贞口红不掉色不沾杯 滋润保湿12色选 唇膏型
30611532,2669人已抢,1073,26,2669,,97%,381,柔软舒适|192	质量很好|191	实惠|187	服务不错|41	尺码合身|34	发货快|28	物流快|28	材质不错|26	质量一般|21	和描述一致|17	无色差|16,2690,,http://b1.hucdn.com/upload/item/1810/09/79930367198158_800x800.jpg,米度丽 孕妇装秋装裤子莫代尔孕妇裤秋季低腰防勒裤显瘦秋冬孕妇打底裤子秋季外穿春秋
30454139,3467人已抢,889,26,3467,,98%,198,实惠|192	质量不错|55	质量很好|53	包装好|16	正品|13	材质一般|12	物流快|10	质量一般|7	服务不错|6	物流慢|4	材质差|4,1000,,http://b1.hucdn.com/upload/item/1712/15/26539895268234_800x800.jpg,【买二送一】轻呵化妆棉卸妆棉省水222片纯棉双面双效拍水卸妆包邮
26976793,969人已抢,298,26,969,,99%,99,实惠|66	味道好|52	孩子喜欢|47	和描述一致|12	包装好|9	是正品|7	物流快|5	质量很好|4	孩子不喜欢|3	味道差|2	发货快|1,5900,,http://b1.hucdn.com/upload/item/1705/09/21389956025933_800x800.jpg,贝比玛玛辅食饼干小馒头小蛋酥多种口味（乳酸菌/原味/紫薯/南瓜）100g*6罐
30628261,14811人已抢,5739,26,14811,,96%,89,质量很好|198	尺码不合身|196	质量一般|194	实惠|190	面料手感不错|86	尺码偏大|70	无色差|60	和描述一致|39	面料手感一般|38	衣服不错|37	穿着效果好|36,1590,,http://b1.hucdn.com/upload/item/1708/31/43293917937871_750x750.jpg,IONEGO儿童百搭长裤女童印花打底裤
30555701,5023人已抢,1268,26,5023,,97%,1365,实惠|197	质量很好|195	柔软舒适|146	手感好|39	质量一般|29	包装好|27	尺码合适|25	物流快|18	服务不错|11	和描述一致|10	尺码偏小|8,3280,,http://b1.hucdn.com/upload/item/1806/13/83609636678846_800x800.jpg,优乐盒男士内裤柔软舒适性感男裤衩中腰莫代尔青年运动平角内裤盒装
30611984,13878人已抢,3307,26,13878,,98%,1120,质量很好|192	实惠|184	面料手感不错|102	质量一般|63	正品|55	尺码偏小|44	手感不错|39	和描述一致|35	尺码合身|33	穿着效果好|30	无色差|24,1380,,http://b1.hucdn.com/upload/item/1703/15/71732153564591_790x790.jpg,童有所衣 秋季彩棉条纹宝宝纯棉高腰裤休闲裤子高腰秋裤护肚裤婴儿装小孩小童
30629779,71532人已抢,10568,26,71532,,99%,604,实惠|197	包装好|195	物流快|154	物流慢|121	质量很好|92	服务不错|71	和描述一致|46	发货快|44	是正品|13	大品牌|7	质量一般|6,2890,,http://b1.hucdn.com/upload/item/1804/11/29799447150843_720x720.png,【可味 网红零食大礼包】新品到货 坚果炒货水果干肉类组合零食组合小吃
30358319,5802人已抢,1357,26,5802,,98%,1245,质量很好|192	实惠|191	尺码不合身|179	尺码合身|32	质量一般|29	尺码合适|29	面料手感不错|19	穿着效果好|18	正品|14	无色差|13	物流慢|11,1980,,http://b1.hucdn.com/upload/item/1803/15/08058595009486_800x800.jpg,南极人2018新款女童连裤袜春秋冬纯棉婴儿大PP儿童连体袜宝宝打底裤加厚外穿
30623450,1607人已抢,402,26,1607,,99%,383,质量很好|122	实惠|86	尺码不合身|74	正品|15	尺码合身|14	面料手感不错|14	尺码合适|12	衣服不错|10	是正品|9	款式不错|6	尺码偏大|6,9900,,http://b1.hucdn.com/upload/item/1803/12/49515360005476_800x800.jpg,巴拉巴拉童装男童休闲裤纯色幼童长裤
30598634,3534人已抢,825,26,3534,,94%,758,实惠|160	质量很好|34	质量一般|21	服务不错|13	包装好|12	物流快|9	和描述一致|8	发货快|7	物流慢|2,2390,,http://b1.hucdn.com/upload/item/1712/16/18527759303231_600x600.jpg,A【送3块原装拖布】喜家家 免手洗平板拖把懒人自挤水式拖把
30623017,257人已抢,84,26,257,,99%,67,质量很好|27	实惠|24	衣服不错|15	尺码不合身|10	正品|6	是正品|5	和描述一致|4	无色差|4	尺码合适|4	尺码合身|4	跟描述一致|3,5900,,http://b1.hucdn.com/upload/item/1712/21/29165525176092_800x800.jpg,巴拉巴拉女童长袖T恤小童宝宝春秋儿童圆领套头针织上衣
30476366,4805人已抢,1384,26,4805,,97%,1649,质量很好|194	实惠|189	面料手感不错|54	尺码合身|34	正品|32	质量一般|19	和描述一致|15	物流快|14	无色差|13	手感不错|11	尺码偏小|10,1690,,http://b1.hucdn.com/upload/item/1712/02/04123784017978_800x800.jpg,昭鹤 婴儿宝宝彩棉秋衣秋裤内衣套装
30630353,7950人已抢,2589,24,7950,,99%,766,外观漂亮|190	实惠|182	是正品|178	包装好|82	外观不好看|77	质量很好|36	物流快|27	服务不错|15	大品牌|14	和描述一致|14	发货快|13,2800,,http://b1.hucdn.com/upload/item/1808/10/64252564991429_800x800.jpg,红色小象婴儿宝宝沐浴露儿童洗发沐浴露530ml婴儿洗发水沐浴露1瓶2用洗发沐浴
30608607,11076人已抢,4350,24,11076,,98%,833,是正品|198	质量很好|196	实惠|190	和描述一致|113	物流快|41	无异味|37	发货快|34	包装好|29	大品牌|26	材质一般|19	物流慢|17,2690,,http://b1.hucdn.com/upload/item/1803/20/11430260719133_800x800.jpg,{母乳实感}gb好孩子 母乳实感宽口径奶嘴 2个装
30602411,20144人已抢,5918,20,20144,,96%,3651,包装好|193	实惠|192	物流慢|83	物流快|47	发货快|35	质量很好|22	和描述一致|19	服务不错|17	是正品|6	质量一般|3	大品牌|1,2490,,http://b1.hucdn.com/upload/item/1810/04/23797267296375_800x800.jpg,【买就送芝士蒸蛋糕 品牌直降】冠达阳光果粒菠萝夹心口袋面包 日期新鲜 买一送一
26244809,7068人已抢,425,20,7068,,98%,352,实惠|80	质量很好|14	质量一般|12	好玩|7	发货快|4	服务不错|4	物流快|3	物流慢|3	和描述一致|3	是正品|1,990,,http://b1.hucdn.com/upload/item/1708/24/53989709729120_751x751.jpg,卡通托马斯火车轨道玩具卡通形象模型
30630362,8699人已抢,1993,20,8699,,98%,948,实惠|190	质量很好|129	好玩|54	无异味|42	颜色好看|22	质量一般|20	和描述一致|12	做工很好|11	物流快|10	包装好|10	发货快|9,1980,,http://b1.hucdn.com/upload/item/1705/31/41034546909674_505x505.jpg,宝宝益智拼图玩具儿童早教小熊换衣1-2-3-4-5-6岁小朋友木制积木男女小孩子启蒙教育学习穿衣换衣服
30625405,35259人已抢,13106,20,35259,,98%,1756,实惠|197	质量很好|187	不太好用|178	和描述一致|151	物流快|148	包装好|117	服务不错|110	材质一般|78	发货快|62	物流慢|60	是正品|43,4380,,http://b1.hucdn.com/upload/item/1709/20/73858438624610_800x800.jpg,【买一送十一】运宝婴儿理发器超静音防水充电式宝宝剪发器新生儿童电推子婴幼儿剃头刀
26210001,9305人已抢,4209,20,9305,,99%,483,孩子喜欢|195	味道好|194	实惠|179	是正品|155	和描述一致|123	包装好|98	物流快|30	味道差|29	生产日期新|27	质量很好|25	孩子不喜欢|23,5300,,http://b1.hucdn.com/upload/item/1707/31/84778123665933_800x800.jpg,贝比玛玛辅食营养米饼 蔬菜50g/苹果味50g/香蕉味50g/原味/胡萝卜米饼特惠装*3盒
26208560,1872人已抢,871,20,1872,,99%,123,味道好|159	孩子喜欢|150	实惠|146	是正品|29	生产日期新|25	味道差|21	和描述一致|20	孩子不喜欢|18	质量很好|13	包装好|9	物流快|9,5600,,http://b1.hucdn.com/upload/item/1707/31/82991366125933_800x800.jpg,贝比玛玛宝宝零食儿童香肠鳕鱼鱼棒 鳕鱼/芝士/玉米鱼棒/鱼肠240g口口味组合特惠装
30605711,42791人已抢,18939,20,42791,,98%,2284,包装好|197	质量很好|197	实惠|194	外观漂亮|193	外观不好看|183	是正品|173	物流快|159	物流慢|136	大品牌|99	发货快|93	质量一般|75,1990,,http://b1.hucdn.com/upload/item/1801/25/49001347798649_800x800.jpg,新贝 一次性孕妇防溢乳垫 呵护哺乳 100片
30403226,4808人已抢,1522,20,4808,,95%,1023,柔软舒适|198	质量很好|195	实惠|190	尺码合身|56	物流快|53	质量一般|42	服务不错|39	无色差|28	质量差|25	材质不错|20	和描述一致|18,2600,,http://b1.hucdn.com/upload/item/1803/12/47232028149298_800x800.jpg,月妮儿2018秋季新款孕妇打底裤时尚百搭外穿裤子新款孕妇裤
30583930,5398人已抢,1314,20,5398,,98%,1178,实惠|193	外观漂亮|193	质量很好|119	包装好|46	外观不好看|36	物流快|19	服务不错|13	发货快|8	质量一般|6	大品牌|5	手感好|5,3280,,http://b1.hucdn.com/upload/item/1711/07/34274112212571_800x800.jpg,【10条】十月结晶 纯棉一次性内裤 孕妇产妇产后月子旅行用品
