stock,searchId,third_category_id,totalCount,seconde_title,one_category_bannerList,productId,productName,one_category_id,supplierName,searchTitle,link_Url,secondTitle,seconde_id,one_category_title,title,tagPrice,price,categoryLevel3Name,categoryLevel2Name,page_seq,mainImageUrl,vip_Price 
97,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,26619,朗文日常情景单词书,2,后浪出版咨询（北京）有限责任公司,启蒙认知,https://h5.yit.com/product.html?product_id=26619,全书收录单词四千余个，主题全面，一页一课，每页包含大量辅助练习,1883,图书,朗文日常情景单词书,6800,4700,语言学习,儿童读物,1,https://img01.yit.com/media/4901f985-a76c-4709-bf80-20da5c4969c4.jpg,4465
954,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,6043,创意立体书,2,荣信教育文化产业发展股份有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=6043,给孩子更多想象空间，2本装，孩子的数学启发书，教会孩子聆听,1883,图书,创意立体书,29800,18900,启蒙认知,儿童读物,1,https://img01.yit.com/media/1022a951-d393-4345-bab2-a98fcce7b80b.jpg,17955
49,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,12076,读小库第二辑0-3岁儿童读物 读库,2,读库文化交流（北京）有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=12076,内含4种图书，附赠读库2017年历,1883,图书,读小库第二辑0-3岁儿童读物 读库,32800,32800,启蒙认知,儿童读物,1,https://img01.yit.com/media/181d7662-30f4-4091-bbd7-73e7c2dbbba4.jpg,31160
89,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,22624,《机器人不喜欢雨天》,2,荣信教育文化产业发展股份有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=22624,创意立体书，机械机器人的故事，精致立体剪裁，适合3岁以上孩子阅读,1883,图书,《机器人不喜欢雨天》,6980,4800,启蒙认知,儿童读物,1,https://img01.yit.com/media/2d5b01e4-d700-41c9-9d4d-79d530483c43.jpg,4560
187,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,26247,绘本立体书套装,2,荣信教育文化产业发展股份有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=26247,3D镂空设计，5册装，儿童艺术启蒙读物，制作精美,1883,图书,绘本立体书套装,40900,24900,启蒙认知,儿童读物,1,https://img01.yit.com/media/d2f65be3-6f6a-4e46-8490-a10ea4da5ff0.jpg,23655
235,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,26249,《飞吧，天堂鸟》,2,荣信教育文化产业发展股份有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=26249,3D镂空立体书，美丽生动的鸟儿天堂，很好的艺术启蒙读物,1883,图书,《飞吧，天堂鸟》,8980,6500,启蒙认知,儿童读物,1,https://img01.yit.com/media/7ab0f83d-de41-44f1-8650-bdb7850cc4ce.jpg,6175
86,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,26605,《这不是书》,2,后浪出版咨询（北京）有限责任公司,启蒙认知,https://h5.yit.com/product.html?product_id=26605,一本神奇的纸板玩具书，它给孩子带来不止一个故事，更带来了想象中的世界,1883,图书,《这不是书》,4980,3500,启蒙认知,儿童读物,1,https://img01.yit.com/media/f22b5d77-f16a-4aa5-8642-7fafca967d0f.jpg,3325
63,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,26612,《初学英语100词》,2,后浪出版咨询（北京）有限责任公司,启蒙认知,https://h5.yit.com/product.html?product_id=26612,儿童需掌握的基础词，以图文并茂的形式让儿童加深印象，轻松学习牢记单词,1883,图书,《初学英语100词》,2980,2100,启蒙认知,儿童读物,1,https://img01.yit.com/media/c9d798df-423d-442f-828e-51e4378e5b0e.jpg,1995
479,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,27018,《百变蓝2》立体书,2,荣信教育文化产业发展股份有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=27018,世界立体书大师级作品，适合各年龄段孩子及成人，有创意的游戏之旅,1883,图书,《百变蓝2》立体书,29800,18900,启蒙认知,儿童读物,1,https://img01.yit.com/media/064d0b1e-7514-4b95-826a-40e4aeeebd5c.jpg,17955
483,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,27020,《600黑斑》立体书,2,荣信教育文化产业发展股份有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=27020,世界立体书殿堂级作品，适合各年龄段孩子及成人的纯粹艺术及游戏之旅,1883,图书,《600黑斑》立体书,29800,18900,启蒙认知,儿童读物,1,https://img01.yit.com/media/026d587c-03a8-4c9c-8bbc-3e5581b76710.jpg,17955
150,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,42497,《美国小学生全科练习》,2,后浪出版咨询（北京）有限责任公司,启蒙认知,https://h5.yit.com/product.html?product_id=42497,适合小学三年级学生，练习带动学习，互动激发兴趣，家庭与课堂的重要桥梁,1883,图书,《美国小学生全科练习》,8800,6500,启蒙认知,儿童读物,1,https://img01.yit.com/media/e4255760-7391-46aa-bdcc-8400b7694960.jpg,6175
146,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,42498,《美国小学生全科练习》,2,后浪出版咨询（北京）有限责任公司,启蒙认知,https://h5.yit.com/product.html?product_id=42498,适合小学二年级学生，练习带动学习，互动激发兴趣，家庭与课堂的重要桥梁,1883,图书,《美国小学生全科练习》,8800,6500,启蒙认知,儿童读物,1,https://img01.yit.com/media/31b778c3-d578-46d6-a449-b15a04081695.jpg,6175
190,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,6325,我的第一套认知绘本,2,北京联合天畅文化传播有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=6325,培养审美和品味的启蒙，5本套装，精选低幼读物，日本学校图书馆选定图书,1883,图书,我的第一套认知绘本,19780,12900,启蒙认知,儿童读物,1,https://img01.yit.com/5/7/57eb9b60e93d8.jpg,12255
1917,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,33569,创意胶带画玩具书,2,宁波艺趣文化传播有限公司,启蒙认知,https://h5.yit.com/product.html?product_id=33569,2种款式可选，DIY手工制作，激发孩子创作能力,1883,图书,创意胶带画玩具书,4800,3800,启蒙玩具书,儿童读物,1,https://img01.yit.com/media/d644bb2b-8589-4c68-8128-c8c93983b4d9.jpg,3610
96,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,42603,全景立体旅行系列全十册,2,后浪出版咨询（北京）有限责任公司,启蒙认知,https://h5.yit.com/product.html?product_id=42603,美轮美奂的立体旅行书，盒装口袋本，揣着就能去旅行,1883,图书,全景立体旅行系列全十册,45000,28800,启蒙玩具书,儿童读物,1,https://img01.yit.com/media/cbb9ec6e-acd6-4c94-b665-4303fed7fc21.jpg,27360
45,880,1884,61,少儿读物,https://h5.yit.com//activity/4833.html,26606,基础英语1000词,2,后浪出版咨询（北京）有限责任公司,启蒙认知,https://h5.yit.com/product.html?product_id=26606,基础英语插图单词书，一千个实用单词，配合看图识物，适合儿童阅读学习,1883,图书,基础英语1000词,3980,3000,启蒙认知,儿童读物,1,https://img01.yit.com/media/c7cd9bd0-5203-4a94-8a6d-626b601a6f61.jpg,2850
1467,881,1886,53,文学,https://h5.yit.com//activity/4833.html,24562,《孽子》,2,北京书天堂文化有限责任公司,小说,https://h5.yit.com/product.html?product_id=24562,同性恋情扛鼎之作，父子关系与传统文化的颠覆,1885,图书,《孽子》,5900,4500,小说,文学,2,https://img01.yit.com/media/d98af0d1-fe1c-44a3-8c56-423177f728a2.jpg,4275
1476,881,1886,53,文学,https://h5.yit.com//activity/4833.html,24572,《寂寞的十七岁》,2,北京书天堂文化有限责任公司,小说,https://h5.yit.com/product.html?product_id=24572,白先勇的著名短篇小说，以第一人称叙述作者年少经历 风格客观 富有历史感,1885,图书,《寂寞的十七岁》,4900,3600,小说,文学,2,https://img01.yit.com/media/1608253f-f8ad-47ad-8229-bd1d29a40c89.jpg,3420
768,881,1886,53,文学,https://h5.yit.com//activity/4833.html,26926,《鱼王》,2,北京书天堂文化有限责任公司,小说,https://h5.yit.com/product.html?product_id=26926,北国的人性颂歌，王小波赞誉的俄罗斯文学遗珠，国内首次正版完整引进,1885,图书,《鱼王》,7800,5800,小说,文学,2,https://img01.yit.com/media/fe9911a4-cc70-415e-8790-160bffb5c29e.jpg,5510
23,881,1886,53,文学,https://h5.yit.com//activity/4833.html,12087,《巨人的陨落》,2,北京中信书店有限责任公司,小说,https://h5.yit.com/product.html?product_id=12087,共3册 一战题材小说，一部让全球读者平均用3个通宵读完的巨著,1885,图书,《巨人的陨落》,12900,8800,小说,文学,2,https://img01.yit.com/media/f2f2d84f-fcec-461c-be25-0d9d23e2802f.jpg,8360
3853,881,1886,53,文学,https://h5.yit.com//activity/4833.html,59094,《伤心咖啡馆之歌》,2,大星（上海）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=59094,影响作家苏童的传奇之作，奥巴马将它作为礼物送给两个女儿,1885,图书,《伤心咖啡馆之歌》,4500,3200,小说,文学,2,https://img01.yit.com/media/71a394c3-d779-4190-843a-cdb3cb58a05d.jpg,3040
337,881,1886,53,文学,https://h5.yit.com//activity/4833.html,61886,《追忆似水年华》套装,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=61886,被誉为法国文学的代表作，开创了意识流小说的先河，7本精装，烫金封面,1885,图书,《追忆似水年华》套装,32800,24800,小说,文学,2,https://img01.yit.com/media/cd0835ac-2339-4c52-abfc-9894168b5d8f.jpg,23560
211,881,1886,53,文学,https://h5.yit.com//activity/4833.html,62357,《福尔摩斯探案全集》,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=62357,无需过多介绍的侦探小说，被推理迷们称为推理小说中的《圣经》,1885,图书,《福尔摩斯探案全集》,16800,12800,小说,文学,2,https://img01.yit.com/media/a86a9438-88bc-4e63-89c8-5c22b9b6977b.jpg,12160
118,881,1886,53,文学,https://h5.yit.com//activity/4833.html,62445,菲利普·迪克作品集,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=62445,套装共5册，包括《仿生人会梦见电子羊吗？》《少数派报告》等,1885,图书,菲利普·迪克作品集,21160,14900,小说,文学,2,https://img01.yit.com/media/98987674-f2b1-4802-a8d4-9bd1a39a533c.jpg,14155
846,881,1886,53,文学,https://h5.yit.com//activity/4833.html,62813,《英国名媛旅华四部曲》,2,人民联合书业（北京）有限公司,小说,https://h5.yit.com/product.html?product_id=62813,真实再现百年前的中国，英国驻华领事夫人，一生六度旅华，记录中国人的故事,1885,图书,《英国名媛旅华四部曲》,21300,15800,小说,文学,2,https://img01.yit.com/media/ea472673-4938-4718-be59-17ba270eaade.jpg,15010
59,881,1886,53,文学,https://h5.yit.com//activity/4833.html,65116,《撒旦探戈》,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=65116,时隔30多年，中文版首度出版，被誉为当代最富哲学性的小说家,1885,图书,《撒旦探戈》,4800,3600,小说,文学,2,https://img01.yit.com/media/98ec5e64-c0ee-4e70-b30c-c99735b7662b.jpg,3420
49,881,1886,53,文学,https://h5.yit.com//activity/4833.html,65117,《荆棘鸟》纪念版,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=65117,世界著名家世小说，情节曲折生动、荡气回肠，被誉为澳大利亚版《飘》,1885,图书,《荆棘鸟》纪念版,4800,3600,小说,文学,2,https://img01.yit.com/media/34fdf9e4-ac89-4a51-9ded-22236d424b32.jpg,3420
84,881,1886,53,文学,https://h5.yit.com//activity/4833.html,67387,《雨》,2,后浪出版咨询（北京）有限责任公司,小说,https://h5.yit.com/product.html?product_id=67387,笔调魔幻，刻画细致，用无边无际的大雨，召唤南洋胶林深处的情感与记忆,1885,图书,《雨》,3800,3000,小说,文学,2,https://img01.yit.com/media/12a6cff4-7062-459c-a09c-0e304821903d.jpg,2850
521,881,1886,53,文学,https://h5.yit.com//activity/4833.html,69092,“读城系列”套装,2,上海文艺出版社有限公司,小说,https://h5.yit.com/product.html?product_id=69092,柏林+伊斯坦布尔，打开一本书，许你一座城，俯瞰城市历史全貌,1885,图书,“读城系列”套装,15600,11500,小说,文学,2,https://img01.yit.com/media/c1800dea-9bbb-4153-aaac-596ef772381c.jpg,10925
24,881,1886,53,文学,https://h5.yit.com//activity/4833.html,31798,《迷楼》,2,后浪出版咨询（北京）有限责任公司,小说,https://h5.yit.com/product.html?product_id=31798,刘以鬯先生代表作的结集，有深切感人之作，发人深省之作，也有脑洞大开之作,1885,图书,《迷楼》,4500,3400,小说,文学,2,https://img01.yit.com/media/a1ccecf7-0b14-46f5-abb5-6045d033972c.jpg,3230
73,881,1886,53,文学,https://h5.yit.com//activity/4833.html,38759,石黑一雄作品系列套装,2,上海悦悦图书有限公司,小说,https://h5.yit.com/product.html?product_id=38759,5册小说+限定款手账，收录五本诺贝尔文学奖获得者石黑一雄的经典小说,1885,图书,石黑一雄作品系列套装,22700,15800,小说,文学,2,https://img01.yit.com/media/7145bcd9-cccb-4b3a-b66f-045df90bdca7.jpg,15010
199,881,1886,53,文学,https://h5.yit.com//activity/4833.html,56614,《狗狗的疗愈》,2,联合天际（北京）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=56614,狗狗成为走出抑郁的良药，感动无数读者的温暖故事，登上《纽约时报》畅销榜,1885,图书,《狗狗的疗愈》,4980,3700,小说,文学,2,https://img01.yit.com/media/cf00da30-e968-4687-a331-989dc9500b16.jpg,3515
94,881,1886,53,文学,https://h5.yit.com//activity/4833.html,62336,《平家物语》,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=62336,塑造了许多日本武士典型，与《源氏物语》并列为日本二大物语经典,1885,图书,《平家物语》,9800,7500,小说,文学,2,https://img01.yit.com/media/71132089-3ac8-412b-907f-4a51dda3c403.jpg,7125
999999,881,1886,53,文学,https://h5.yit.com//activity/4833.html,63818,《美丽失败者》,2,江苏圆周电子商务有限公司北京分公司,小说,https://h5.yit.com/product.html?product_id=63818,被誉为加拿大首部后现代小说，作品怪异夸张，却又妙趣横生,1885,图书,《美丽失败者》,2990,3000,小说,文学,2,https://img01.yit.com/media/cf5461be-fa26-40c4-aaf7-8b32099afd38.jpg,2850
571,881,1886,53,文学,https://h5.yit.com//activity/4833.html,70165,反乌托邦三部曲（套装）,2,天津华文天下图书有限公司,小说,https://h5.yit.com/product.html?product_id=70165,描写极权社会的经典范本，共3册，精装珍藏册，装帧精美，简约大气,1885,图书,反乌托邦三部曲（套装）,12900,8900,小说,文学,2,https://img01.yit.com/media/6370f125-9158-445a-add0-b3ae71fe2974.jpg,8455
419,881,1886,53,文学,https://h5.yit.com//activity/4833.html,530,《S.》,2,北京中信书店有限责任公司,小说,https://h5.yit.com/product.html?product_id=530,颠覆阅读体验的神书，星球大战7、Lost 导演首部小说作品,1885,图书,《S.》,16800,11800,小说,文学,2,https://img01.yit.com/media/ff0c383c-393c-4087-9fa3-df6d4c264590.jpg,11210
495,881,1886,53,文学,https://h5.yit.com//activity/4833.html,22897,《天才的编辑》,2,北京书天堂文化有限责任公司,小说,https://h5.yit.com/product.html?product_id=22897,文学交响乐团的指挥，电影书衣版，精装典藏，追迹珀金斯的非凡生涯,1885,图书,《天才的编辑》,6980,5100,小说,文学,1,https://img01.yit.com/media/e0ed094f-2750-43f1-8f45-eaef638a13af.jpg,4845
630,881,1886,53,文学,https://h5.yit.com//activity/4833.html,44238,《解说疾病的人》,2,北京书天堂文化有限责任公司,小说,https://h5.yit.com/product.html?product_id=44238,普利策文学奖获奖作品，收录九个故事，妙入毫颠的情节，细腻温柔的笔触,1885,图书,《解说疾病的人》,4200,3200,小说,文学,1,https://img01.yit.com/media/7ef98406-6b0a-4204-ab95-5724c2f8166c.jpg,3040
212,881,1886,53,文学,https://h5.yit.com//activity/4833.html,51708,《刺杀骑士团长》,2,上海悦悦图书有限公司,小说,https://h5.yit.com/product.html?product_id=51708,2本套装，村上春树悬疑推理长篇，承认南京大屠杀的良知之作,1885,图书,《刺杀骑士团长》,9800,6900,小说,文学,1,https://img01.yit.com/media/d8ddb77b-94b9-4186-ba72-961b0b994956.jpg,6555
2882,881,1886,53,文学,https://h5.yit.com//activity/4833.html,57017,儒林外史+老残游记,2,大星（上海）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=57017,批判现实的清朝小说，展现封建社会的生活百态，有理性分析，也有愤怒批判,1885,图书,儒林外史+老残游记,8700,5600,小说,文学,1,https://img01.yit.com/media/de630f00-2db4-428f-a7ea-cccd3c5b4326.jpg,5320
4508,881,1886,53,文学,https://h5.yit.com//activity/4833.html,57018,《儒林外史》,2,大星（上海）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=57018,清朝抨击科举制度小说，经典回合故事，收录绝美古风插画，500多个注释,1885,图书,《儒林外史》,4500,3000,小说,文学,1,https://img01.yit.com/media/52d6e0ce-2295-4076-8e1a-b9e08f23a292.jpg,2850
287,881,1886,53,文学,https://h5.yit.com//activity/4833.html,27902,不畅销小说写作指南,2,上海浦睿文化传播有限公司,小说,https://h5.yit.com/product.html?product_id=27902,虚拟的写作大赛作品集，题材、风格变化多样，展现一个荒诞、离奇的新世界,1885,图书,不畅销小说写作指南,4200,3200,小说,文学,1,https://img01.yit.com/media/4dc6980f-4207-4d59-8b01-a92d721c62de.jpg,3040
939,881,1886,53,文学,https://h5.yit.com//activity/4833.html,68163,简·奥斯丁小说套装,2,北京单向街文化有限公司,小说,https://h5.yit.com/product.html?product_id=68163,200周年纪念版，6本合辑，重磅文学作品,1885,图书,简·奥斯丁小说套装,49800,49800,小说,文学,1,https://img01.yit.com/media/52104e8c-acc1-477b-9210-742da21c3d94.jpeg,47310
584,881,1886,53,文学,https://h5.yit.com//activity/4833.html,70162,反乌托邦之：美丽新世界,2,天津华文天下图书有限公司,小说,https://h5.yit.com/product.html?product_id=70162,未来世界的预言之作，装帧精美，简约大气，更具收藏价值,1885,图书,反乌托邦之：美丽新世界,4200,2900,小说,文学,1,https://img01.yit.com/media/a16a3e7c-f78f-4568-b3d0-9549bc17a6f2.jpg,2755
591,881,1886,53,文学,https://h5.yit.com//activity/4833.html,70163,反乌托邦系列之《我们》,2,天津华文天下图书有限公司,小说,https://h5.yit.com/product.html?product_id=70163,第一本乌托邦小说，装帧精美，简约大气，更具收藏价值,1885,图书,反乌托邦系列之《我们》,4200,2900,小说,文学,1,https://img01.yit.com/media/46d14e26-39d6-4605-b617-01f62925dd3b.jpg,2755
13,881,1886,53,文学,https://h5.yit.com//activity/4833.html,64312,《早上九点叫醒我》,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=64312,央视《朗读者》推荐作品，阿乙历时5年浇铸的首部长篇小说，修改逾10稿,1885,图书,《早上九点叫醒我》,4800,3500,小说,文学,1,https://img01.yit.com/media/84127bb4-0011-4b8c-9061-f596dfc7fdab.jpg,3325
3549,881,1886,53,文学,https://h5.yit.com//activity/4833.html,57020,《老残游记》,2,大星（上海）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=57020,晚清四大谴责小说之一，讲述一位江湖医生在游历各地时发生的故事,1885,图书,《老残游记》,4200,3200,小说,文学,1,https://img01.yit.com/media/607f8ce1-fcd5-45cd-a67f-1f1eb3b5c58b.jpg,3040
122,881,1886,53,文学,https://h5.yit.com//activity/4833.html,60637,《清单人生》,2,果麦文化传媒股份有限公司,小说,https://h5.yit.com/product.html?product_id=60637,治愈作家巴克曼的暖心之品，一个笑泪交织的故事，赠书中女主人公心爱的杯垫,1885,图书,《清单人生》,4200,2700,小说,文学,1,https://img01.yit.com/media/5a927654-ca00-456c-94c0-cbcc8b94cb88.jpg,2565
2424,881,1886,53,文学,https://h5.yit.com//activity/4833.html,62112,50：伟大的短篇小说们,2,果麦文化传媒股份有限公司,小说,https://h5.yit.com/product.html?product_id=62112,一本读完50篇短篇经典，37位文学大师经典之作精选，一场伟大短篇小说盛宴,1885,图书,50：伟大的短篇小说们,5000,3200,小说,文学,1,https://img01.yit.com/media/a7eba702-6ce0-4f20-a6a6-bd14a3e3e8ee.jpg,3040
40,881,1886,53,文学,https://h5.yit.com//activity/4833.html,62443,仿生人会梦见电子羊吗？,2,江苏译林出版社有限公司,小说,https://h5.yit.com/product.html?product_id=62443,数字科幻经典之作，电影《银翼杀手2049》改编自本小说,1885,图书,仿生人会梦见电子羊吗？,3980,2900,小说,文学,1,https://img01.yit.com/media/3ee7ec20-f892-48b5-878e-5b9af19c9177.jpg,2755
999989,881,1886,53,文学,https://h5.yit.com//activity/4833.html,64629,《在路上》原稿本,2,江苏圆周电子商务有限公司北京分公司,小说,https://h5.yit.com/product.html?product_id=64629,中文导论+英文原稿，“垮掉的一代”代表作家凯鲁亚克的自传性代表作,1885,图书,《在路上》原稿本,3780,3800,小说,文学,1,https://img01.yit.com/media/474c745c-0e92-4520-96f2-2890189631f9.jpg,3610
199,881,1886,53,文学,https://h5.yit.com//activity/4833.html,43200,《葡萄牙的高山》,2,联合天际（北京）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=43200,给读者酣畅淋漓的阅读感，《少年Pi的奇幻漂流》作者时隔十五年又一震撼杰作,1885,图书,《葡萄牙的高山》,5800,4200,小说,文学,1,https://img01.yit.com/media/b587b1ea-7783-4581-a79b-8690224bff61.jpg,3990
198,881,1886,53,文学,https://h5.yit.com//activity/4833.html,43325,《我想结束这一切》,2,联合天际（北京）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=43325,天才小说家的黑马处女作，讲述了一个分裂、扭曲、极具哥特风的个人悲剧,1885,图书,《我想结束这一切》,4980,3600,小说,文学,1,https://img01.yit.com/media/38e045c7-4937-41af-976a-680b6e9b7896.jpg,3420
4729,881,1886,53,文学,https://h5.yit.com//activity/4833.html,57019,《镜花缘》,2,大星（上海）文化传媒有限公司,小说,https://h5.yit.com/product.html?product_id=57019,有很浓厚的神话色彩，中国古代四大神怪小说之一，也是反映社会问题的佳作,1885,图书,《镜花缘》,5990,4200,小说,文学,1,https://img01.yit.com/media/37bf550a-de02-472f-8312-ad478c58395c.jpg,3990
89,881,1886,53,文学,https://h5.yit.com//activity/4833.html,67384,《一千零一次死亡》,2,后浪出版咨询（北京）有限责任公司,小说,https://h5.yit.com/product.html?product_id=67384,带着侦探色彩的政史小说，揭示权力与政治背后的美洲历史，精彩好读,1885,图书,《一千零一次死亡》,4200,3400,小说,文学,1,https://img01.yit.com/media/7347965a-a590-4f69-a4be-de6e2a0489f0.jpg,3230
577,881,1886,53,文学,https://h5.yit.com//activity/4833.html,70164,反乌托邦之《1984》,2,天津华文天下图书有限公司,小说,https://h5.yit.com/product.html?product_id=70164,极权社会的经典范本，装帧精美，简约大气，更具收藏价值,1885,图书,反乌托邦之《1984》,4500,3100,小说,文学,1,https://img01.yit.com/media/32be5e86-57c4-4e3d-9489-7530f372e51a.jpg,2945
999992,882,1886,51,文学,https://h5.yit.com//activity/4833.html,63844,《亚历山大·麦昆》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=63844,表达对麦昆的缅怀和思念，几乎揽括了麦昆各个时期最经典的设计作品,1885,图书,《亚历山大·麦昆》,6600,6600,传记,文学,2,https://img01.yit.com/media/1a3d11d9-ee6a-4e19-998f-e5e798276695.jpg,6270
999997,882,1886,51,文学,https://h5.yit.com//activity/4833.html,64608,《隋文帝大传》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=64608,文字简明，可读性强，是目前研究隋文帝及隋朝史比较重要的一部著作,1885,图书,《隋文帝大传》,3380,3400,传记,文学,2,https://img01.yit.com/media/44b5c9e0-d335-4779-a391-8e9c1a0e63f5.jpg,3230
999997,882,1886,51,文学,https://h5.yit.com//activity/4833.html,64771,《忽必烈大传》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=64771,中华帝王传记系列，全面介绍大帝忽必烈的人物传记，前后涉及近百年历史,1885,图书,《忽必烈大传》,6170,6200,传记,文学,2,https://img01.yit.com/media/957caf00-15df-4b3a-81d9-ad163141108d.jpg,5890
980,882,1886,51,文学,https://h5.yit.com//activity/4833.html,12693,《巴黎的艺术女神》,2,上海文汇出版社有限公司,传记,https://h5.yit.com/product.html?product_id=12693,巴黎夜生活的顶梁柱，法式文艺绘本，一位传奇女性的艺术人生,1885,图书,《巴黎的艺术女神》,5800,4600,传记,文学,2,https://img01.yit.com/media/e71a5ae3-7566-4ebb-a288-3d866164688c.jpg,4370
186,882,1886,51,文学,https://h5.yit.com//activity/4833.html,29580,里尔克传：鸣响的杯子,2,浙江大学出版社有限责任公司,传记,https://h5.yit.com/product.html?product_id=29580,记叙一个抒情诗人的一生，引用原始资料和传记，生动描绘伟大诗人,1885,图书,里尔克传：鸣响的杯子,10800,7000,传记,文学,2,https://img01.yit.com/media/071ec741-ebe7-42ba-861b-a066327de8b3.jpg,6650
475,882,1886,51,文学,https://h5.yit.com//activity/4833.html,31062,《格蕾丝传》,2,上海浦睿文化传播有限公司,传记,https://h5.yit.com/product.html?product_id=31062,我就是时尚，时尚、设计与杂志爱好者的珍爱之书,1885,图书,《格蕾丝传》,12000,8800,传记,文学,2,https://img01.yit.com/media/c2a5c7ab-c5b0-4b25-b8b8-ac90527025ce.jpg,8360
999999,882,1886,51,文学,https://h5.yit.com//activity/4833.html,63597,《旁观者》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=63597,管理大师德鲁克回忆录，刻画德雷克回忆里一些特别的人，以及他们的特立独行,1885,图书,《旁观者》,3140,3200,传记,文学,2,https://img01.yit.com/media/4d372a7b-87a1-4702-91d2-26b84108bafe.jpeg,3040
999986,882,1886,51,文学,https://h5.yit.com//activity/4833.html,63653,《司马懿真相》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=63653,三国演义中的反面人物，将他真实的样子，展现在当代人的面前,1885,图书,《司马懿真相》,3260,3300,传记,文学,2,https://img01.yit.com/media/0df38c15-b582-47a5-b932-d9b523fe392a.jpg,3135
999999,882,1886,51,文学,https://h5.yit.com//activity/4833.html,63655,《正说清朝十二帝》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=63655,增订彩图珍藏版，向广大受众中正地、真实地讲述历史,1885,图书,《正说清朝十二帝》,5530,5600,传记,文学,2,https://img01.yit.com/media/1b218987-45cf-44ff-b530-4fc0d62eed66.jpg,5320
999997,882,1886,51,文学,https://h5.yit.com//activity/4833.html,64600,《秦始皇帝大传》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=64600,中华帝王传记系列，以传记的形式，揭示千年机遇如何使秦始皇统一中国,1885,图书,《秦始皇帝大传》,4130,4200,传记,文学,2,https://img01.yit.com/media/223c4a4f-1161-4857-a6fb-5f155d04bfdf.jpg,3990
999999,882,1886,51,文学,https://h5.yit.com//activity/4833.html,64769,《乾隆皇帝的荷包》,2,江苏圆周电子商务有限公司北京分公司,传记,https://h5.yit.com/product.html?product_id=64769,一窥皇家“小金库”，揭示乾隆鲜为人知的高超理财能力,1885,图书,《乾隆皇帝的荷包》,4710,4800,传记,文学,2,https://img01.yit.com/media/91d03677-f532-4bc9-8de9-d7348fd37e37.jpg,4560
200,882,1886,51,文学,https://h5.yit.com//activity/4833.html,65345,一念：蔡明亮谈电影,2,新星出版社有限责任公司,传记,https://h5.yit.com/product.html?product_id=65345,蔡明亮电影讲座精选，谈及蔡明亮的从影经历，更涉及广阔宏大的人生话题,1885,图书,一念：蔡明亮谈电影,4800,3600,传记,文学,2,https://img01.yit.com/media/c927dc18-b8eb-4739-8265-3ba9661458f1.jpeg,3420
